source_ip,target_ip,weight
124.16.181.229,105.169.218.65,1.59315394668e-05
246.14.57.42,105.169.218.65,9.09633382e-06
23.155.14.218,105.169.218.65,1.9387051397e-05
71.50.188.66,105.169.218.65,1.86411419051e-05
15.42.17.122,105.169.218.65,1.0523947853e-06
174.180.184.41,105.169.218.65,5.8859411448e-06
248.142.24.28,105.169.218.65,2.3652679273e-06
116.189.188.203,105.169.218.65,7.1830791038e-06
235.92.48.79,105.169.218.65,3.8723241007e-06
12.99.78.71,105.169.218.65,8.5374960014e-06
124.16.181.229,111.217.80.94,1.14533573465e-05
246.14.57.42,111.217.80.94,2.6250659145e-06
23.155.14.218,111.217.80.94,1.26273173998e-05
71.50.188.66,111.217.80.94,7.311768263e-06
15.42.17.122,111.217.80.94,1.79306997072e-05
174.180.184.41,111.217.80.94,9.5788973366e-06
248.142.24.28,111.217.80.94,1.10108013531e-05
116.189.188.203,111.217.80.94,1.98156724324e-05
235.92.48.79,111.217.80.94,8.6717180545e-06
12.99.78.71,111.217.80.94,4.069535322e-06
124.16.181.229,206.192.5.29,1.06750297094e-05
246.14.57.42,206.192.5.29,5.2555344681e-06
23.155.14.218,206.192.5.29,1.48038405928e-05
71.50.188.66,206.192.5.29,7.5363544605e-06
15.42.17.122,206.192.5.29,6.4387548876e-06
174.180.184.41,206.192.5.29,6.3073662863e-06
248.142.24.28,206.192.5.29,6.0153780986e-06
116.189.188.203,206.192.5.29,6.2994398118e-06
235.92.48.79,206.192.5.29,1.56054905328e-05
12.99.78.71,206.192.5.29,1.49765034978e-05
124.16.181.229,84.148.169.213,1.78297837166e-05
246.14.57.42,84.148.169.213,1.99801174318e-05
23.155.14.218,84.148.169.213,6.1505354036e-06
71.50.188.66,84.148.169.213,5.7804779089e-06
15.42.17.122,84.148.169.213,4.5030338918e-06
174.180.184.41,84.148.169.213,1.21887059534e-05
248.142.24.28,84.148.169.213,5.1372119896e-06
116.189.188.203,84.148.169.213,1.81538788812e-05
235.92.48.79,84.148.169.213,8.4252427476e-06
12.99.78.71,84.148.169.213,4.3168851003e-06
124.16.181.229,73.116.76.213,1.56447902545e-05
246.14.57.42,73.116.76.213,4.3734163782e-06
23.155.14.218,73.116.76.213,8.3849302584e-06
71.50.188.66,73.116.76.213,1.01381149819e-05
15.42.17.122,73.116.76.213,6.0833581152e-06
174.180.184.41,73.116.76.213,6.1443689565e-06
248.142.24.28,73.116.76.213,1.65124782139e-05
116.189.188.203,73.116.76.213,1.94080776193e-05
235.92.48.79,73.116.76.213,9.1772196287e-06
12.99.78.71,73.116.76.213,1.23155911162e-05
124.16.181.229,106.145.70.116,1.40099569437e-05
246.14.57.42,106.145.70.116,1.6003446858e-05
23.155.14.218,106.145.70.116,1.19088576735e-05
71.50.188.66,106.145.70.116,1.44812255264e-05
15.42.17.122,106.145.70.116,8.1524222046e-06
174.180.184.41,106.145.70.116,6.0793760915e-06
248.142.24.28,106.145.70.116,2.6389993388e-06
116.189.188.203,106.145.70.116,7.0314002479e-06
235.92.48.79,106.145.70.116,1.90103364964e-05
12.99.78.71,106.145.70.116,5.4920589563e-06
124.16.181.229,173.26.45.49,3.2093614099e-06
246.14.57.42,173.26.45.49,7.7428196922e-06
23.155.14.218,173.26.45.49,1.9428171803e-05
71.50.188.66,173.26.45.49,1.06830870679e-05
15.42.17.122,173.26.45.49,5.3617508961e-06
174.180.184.41,173.26.45.49,1.38283236583e-05
248.142.24.28,173.26.45.49,1.06058531423e-05
116.189.188.203,173.26.45.49,2.7566545307e-06
235.92.48.79,173.26.45.49,2.4347045266e-06
12.99.78.71,173.26.45.49,3.511725349e-06
124.16.181.229,178.222.170.54,1.68326084448e-05
246.14.57.42,178.222.170.54,1.30627235965e-05
23.155.14.218,178.222.170.54,3.2944329142e-06
71.50.188.66,178.222.170.54,1.37740116426e-05
15.42.17.122,178.222.170.54,6.5796593854e-06
174.180.184.41,178.222.170.54,1.88675920884e-05
248.142.24.28,178.222.170.54,1.62258968623e-05
116.189.188.203,178.222.170.54,1.86301799531e-05
235.92.48.79,178.222.170.54,3.7680723745e-06
12.99.78.71,178.222.170.54,1.13633849671e-05
124.16.181.229,135.68.209.92,8.5443963049e-06
246.14.57.42,135.68.209.92,1.48532991887e-05
23.155.14.218,135.68.209.92,7.4605950422e-06
71.50.188.66,135.68.209.92,1.86255271367e-05
15.42.17.122,135.68.209.92,1.64812834781e-05
174.180.184.41,135.68.209.92,1.5689076158e-05
248.142.24.28,135.68.209.92,6.4057415642e-06
116.189.188.203,135.68.209.92,3.7146733763e-06
235.92.48.79,135.68.209.92,6.7381415877e-06
12.99.78.71,135.68.209.92,1.12977539629e-05
124.16.181.229,11.141.101.184,1.7537662857e-05
246.14.57.42,11.141.101.184,1.69026464206e-05
23.155.14.218,11.141.101.184,1.14242670768e-05
71.50.188.66,11.141.101.184,1.605034273e-06
15.42.17.122,11.141.101.184,4.6753324837e-06
174.180.184.41,11.141.101.184,1.04424707615e-05
248.142.24.28,11.141.101.184,1.0887794264e-05
116.189.188.203,11.141.101.184,1.55332984188e-05
235.92.48.79,11.141.101.184,2.3601735749e-06
12.99.78.71,11.141.101.184,1.6134507677e-05
124.16.181.229,250.247.62.178,1.87928149036e-05
246.14.57.42,250.247.62.178,1.95062777395e-05
23.155.14.218,250.247.62.178,4.235073943e-06
71.50.188.66,250.247.62.178,8.9940350383e-06
15.42.17.122,250.247.62.178,2.0875758899e-06
174.180.184.41,250.247.62.178,1.91912519201e-05
248.142.24.28,250.247.62.178,1.19721833142e-05
116.189.188.203,250.247.62.178,1.47686915386e-05
235.92.48.79,250.247.62.178,1.45343370745e-05
12.99.78.71,250.247.62.178,1.93744579812e-05
124.16.181.229,244.118.127.22,4.2784187368e-06
246.14.57.42,244.118.127.22,1.30720047714e-05
23.155.14.218,244.118.127.22,1.95514200884e-05
71.50.188.66,244.118.127.22,5.9467491993e-06
15.42.17.122,244.118.127.22,1.58680280181e-05
174.180.184.41,244.118.127.22,1.15174320475e-05
248.142.24.28,244.118.127.22,1.41641139172e-05
116.189.188.203,244.118.127.22,1.98262342531e-05
235.92.48.79,244.118.127.22,3.9185273694e-06
12.99.78.71,244.118.127.22,1.8397800656e-05
124.16.181.229,63.233.11.197,1.25713714466e-05
246.14.57.42,63.233.11.197,1.69292356554e-05
23.155.14.218,63.233.11.197,1.84529062286e-05
71.50.188.66,63.233.11.197,1.21780951904e-05
15.42.17.122,63.233.11.197,3.2446162325e-06
174.180.184.41,63.233.11.197,7.1215108521e-06
248.142.24.28,63.233.11.197,1.64535538864e-05
116.189.188.203,63.233.11.197,9.9955335508e-06
235.92.48.79,63.233.11.197,1.8194777123e-05
12.99.78.71,63.233.11.197,2.3470420657e-06
124.16.181.229,168.134.101.171,1.39792154577e-05
246.14.57.42,168.134.101.171,1.08532434205e-05
23.155.14.218,168.134.101.171,1.45652078551e-05
71.50.188.66,168.134.101.171,1.98952532869e-05
15.42.17.122,168.134.101.171,1.98621174887e-05
174.180.184.41,168.134.101.171,1.14540816929e-05
248.142.24.28,168.134.101.171,1.99115316198e-05
116.189.188.203,168.134.101.171,7.3549084311e-06
235.92.48.79,168.134.101.171,1.73119766595e-05
12.99.78.71,168.134.101.171,5.7201350244e-06
124.16.181.229,14.252.169.161,1.30721022017e-05
246.14.57.42,14.252.169.161,3.0250735589e-06
23.155.14.218,14.252.169.161,1.5465403477e-05
71.50.188.66,14.252.169.161,1.32295650651e-05
15.42.17.122,14.252.169.161,1.08834344414e-05
174.180.184.41,14.252.169.161,6.3138800642e-06
248.142.24.28,14.252.169.161,8.4227457004e-06
116.189.188.203,14.252.169.161,8.5068527162e-06
235.92.48.79,14.252.169.161,1.39212471557e-05
12.99.78.71,14.252.169.161,1.87695179348e-05
124.16.181.229,53.246.183.173,1.82728207416e-05
246.14.57.42,53.246.183.173,7.8375411433e-06
23.155.14.218,53.246.183.173,4.1713644699e-06
71.50.188.66,53.246.183.173,1.61154029055e-05
15.42.17.122,53.246.183.173,1.34164499429e-05
174.180.184.41,53.246.183.173,1.40637208378e-05
248.142.24.28,53.246.183.173,9.1474570754e-06
116.189.188.203,53.246.183.173,4.1632399866e-06
235.92.48.79,53.246.183.173,4.4771386615e-06
12.99.78.71,53.246.183.173,1.79534614415e-05
124.16.181.229,215.72.252.220,6.0330283331e-06
246.14.57.42,215.72.252.220,1.59909248582e-05
23.155.14.218,215.72.252.220,1.8822088153e-05
71.50.188.66,215.72.252.220,1.04888399606e-05
15.42.17.122,215.72.252.220,1.18238247058e-05
174.180.184.41,215.72.252.220,4.9157450422e-06
248.142.24.28,215.72.252.220,2.8421489806e-06
116.189.188.203,215.72.252.220,9.2554919687e-06
235.92.48.79,215.72.252.220,1.04126660372e-05
12.99.78.71,215.72.252.220,1.27859105258e-05
124.16.181.229,150.196.113.90,1.40916082066e-05
246.14.57.42,150.196.113.90,1.50757765188e-05
23.155.14.218,150.196.113.90,1.31356558058e-05
71.50.188.66,150.196.113.90,1.74351425247e-05
15.42.17.122,150.196.113.90,9.3391155618e-06
174.180.184.41,150.196.113.90,8.9078383781e-06
248.142.24.28,150.196.113.90,1.19466376987e-05
116.189.188.203,150.196.113.90,7.4601321551e-06
235.92.48.79,150.196.113.90,1.33464621537e-05
12.99.78.71,150.196.113.90,5.1931936431e-06
124.16.181.229,160.35.222.110,3.8790108336e-06
246.14.57.42,160.35.222.110,9.0577253974e-06
23.155.14.218,160.35.222.110,8.8134160814e-06
71.50.188.66,160.35.222.110,1.94797779074e-05
15.42.17.122,160.35.222.110,1.67773161589e-05
174.180.184.41,160.35.222.110,1.6140810193e-05
248.142.24.28,160.35.222.110,8.6944649197e-06
116.189.188.203,160.35.222.110,7.4064449805e-06
235.92.48.79,160.35.222.110,1.38670493562e-05
12.99.78.71,160.35.222.110,7.2504293398e-06
124.16.181.229,129.151.224.105,1.55035420559e-05
246.14.57.42,129.151.224.105,1.82695711544e-05
23.155.14.218,129.151.224.105,1.29700366793e-05
71.50.188.66,129.151.224.105,8.4085789606e-06
15.42.17.122,129.151.224.105,2.1629014224e-06
174.180.184.41,129.151.224.105,1.5597660548e-06
248.142.24.28,129.151.224.105,3.7361208287e-06
116.189.188.203,129.151.224.105,1.35668985951e-05
235.92.48.79,129.151.224.105,1.10398855904e-05
12.99.78.71,129.151.224.105,1.16851138452e-05
124.16.181.229,57.22.113.91,7.1277380859e-06
246.14.57.42,57.22.113.91,1.05814441814e-05
23.155.14.218,57.22.113.91,5.0417624359e-06
71.50.188.66,57.22.113.91,1.32031295864e-05
15.42.17.122,57.22.113.91,1.6286612034e-05
174.180.184.41,57.22.113.91,1.188213893e-06
248.142.24.28,57.22.113.91,9.9697611694e-06
116.189.188.203,57.22.113.91,1.6863896605e-06
235.92.48.79,57.22.113.91,6.8412807401e-06
12.99.78.71,57.22.113.91,1.08781886303e-05
124.16.181.229,254.230.215.10,1.7375558013e-06
246.14.57.42,254.230.215.10,1.72206804665e-05
23.155.14.218,254.230.215.10,1.12751529591e-05
71.50.188.66,254.230.215.10,1.82515375042e-05
15.42.17.122,254.230.215.10,1.55223866573e-05
174.180.184.41,254.230.215.10,6.0078956072e-06
248.142.24.28,254.230.215.10,1.3760950453e-05
116.189.188.203,254.230.215.10,1.5920675309e-05
235.92.48.79,254.230.215.10,3.2127921623e-06
12.99.78.71,254.230.215.10,8.9954026297e-06
124.16.181.229,61.90.41.235,1.49290197058e-05
246.14.57.42,61.90.41.235,1.30963395072e-05
23.155.14.218,61.90.41.235,3.9469202883e-06
71.50.188.66,61.90.41.235,1.01750143444e-05
15.42.17.122,61.90.41.235,1.3536207633e-05
174.180.184.41,61.90.41.235,4.7956915109e-06
248.142.24.28,61.90.41.235,6.4581942328e-06
116.189.188.203,61.90.41.235,9.1578877889e-06
235.92.48.79,61.90.41.235,1.35790130843e-05
12.99.78.71,61.90.41.235,1.93378021551e-05
124.16.181.229,11.30.214.114,1.80777362412e-05
246.14.57.42,11.30.214.114,1.85678972808e-05
23.155.14.218,11.30.214.114,7.3751290607e-06
71.50.188.66,11.30.214.114,7.5865135928e-06
15.42.17.122,11.30.214.114,1.2426344345e-05
174.180.184.41,11.30.214.114,1.79476246245e-05
248.142.24.28,11.30.214.114,1.01920606378e-05
116.189.188.203,11.30.214.114,4.8856789342e-06
235.92.48.79,11.30.214.114,9.8853937635e-06
12.99.78.71,11.30.214.114,1.40340520591e-05
124.16.181.229,219.137.50.203,1.23814875605e-05
246.14.57.42,219.137.50.203,1.96954094804e-05
23.155.14.218,219.137.50.203,1.51879109605e-05
71.50.188.66,219.137.50.203,5.5587956476e-06
15.42.17.122,219.137.50.203,8.6573732433e-06
174.180.184.41,219.137.50.203,7.5116195696e-06
248.142.24.28,219.137.50.203,1.22494988895e-05
116.189.188.203,219.137.50.203,4.5537557042e-06
235.92.48.79,219.137.50.203,7.6908688333e-06
12.99.78.71,219.137.50.203,1.77588345409e-05
124.16.181.229,79.197.141.192,1.3860328836e-06
246.14.57.42,79.197.141.192,1.52066182799e-05
23.155.14.218,79.197.141.192,1.88691570777e-05
71.50.188.66,79.197.141.192,3.4294273332e-06
15.42.17.122,79.197.141.192,3.0065325842e-06
174.180.184.41,79.197.141.192,8.0961768754e-06
248.142.24.28,79.197.141.192,7.4031039668e-06
116.189.188.203,79.197.141.192,1.15367815406e-05
235.92.48.79,79.197.141.192,3.4654658769e-06
12.99.78.71,79.197.141.192,1.51148563644e-05
124.16.181.229,78.228.95.104,1.23636896473e-05
246.14.57.42,78.228.95.104,1.82833947988e-05
23.155.14.218,78.228.95.104,3.1524759607e-06
71.50.188.66,78.228.95.104,9.0549099043e-06
15.42.17.122,78.228.95.104,1.38196112153e-05
174.180.184.41,78.228.95.104,1.2883815178e-05
248.142.24.28,78.228.95.104,1.77924303829e-05
116.189.188.203,78.228.95.104,6.2271797622e-06
235.92.48.79,78.228.95.104,1.23695412659e-05
12.99.78.71,78.228.95.104,6.6267631366e-06
124.16.181.229,124.90.60.87,1.30068110099e-05
246.14.57.42,124.90.60.87,3.4988871806e-06
23.155.14.218,124.90.60.87,1.821560284e-06
71.50.188.66,124.90.60.87,4.6380308921e-06
15.42.17.122,124.90.60.87,1.72928407222e-05
174.180.184.41,124.90.60.87,1.71948734417e-05
248.142.24.28,124.90.60.87,2.6976962623e-06
116.189.188.203,124.90.60.87,1.6489512136e-06
235.92.48.79,124.90.60.87,7.7287216619e-06
12.99.78.71,124.90.60.87,8.0516933848e-06
124.16.181.229,198.188.204.137,8.9712631078e-06
246.14.57.42,198.188.204.137,1.39183520305e-05
23.155.14.218,198.188.204.137,8.9057979183e-06
71.50.188.66,198.188.204.137,1.19383031354e-05
15.42.17.122,198.188.204.137,6.2188964142e-06
174.180.184.41,198.188.204.137,1.92059820005e-05
248.142.24.28,198.188.204.137,1.50941733996e-05
116.189.188.203,198.188.204.137,1.09250070761e-05
235.92.48.79,198.188.204.137,4.4566882832e-06
12.99.78.71,198.188.204.137,7.0260218458e-06
124.16.181.229,216.106.92.6,6.8647612275e-06
246.14.57.42,216.106.92.6,6.6910151259e-06
23.155.14.218,216.106.92.6,1.76351663761e-05
71.50.188.66,216.106.92.6,1.8662898061e-05
15.42.17.122,216.106.92.6,8.4898640289e-06
174.180.184.41,216.106.92.6,9.6046441951e-06
248.142.24.28,216.106.92.6,9.9227226503e-06
116.189.188.203,216.106.92.6,1.16917940986e-05
235.92.48.79,216.106.92.6,9.7810256919e-06
12.99.78.71,216.106.92.6,1.8773614846e-06
124.16.181.229,153.217.95.19,6.8958063577e-06
246.14.57.42,153.217.95.19,4.3019226808e-06
23.155.14.218,153.217.95.19,3.6892933638e-06
71.50.188.66,153.217.95.19,1.93268578669e-05
15.42.17.122,153.217.95.19,1.00031922466e-05
174.180.184.41,153.217.95.19,1.67431888864e-05
248.142.24.28,153.217.95.19,3.6254930571e-06
116.189.188.203,153.217.95.19,1.33032661891e-05
235.92.48.79,153.217.95.19,1.20826895206e-05
12.99.78.71,153.217.95.19,1.07703911258e-05
124.16.181.229,81.197.200.33,2.3916098154e-06
246.14.57.42,81.197.200.33,1.63286158943e-05
23.155.14.218,81.197.200.33,1.65357900386e-05
71.50.188.66,81.197.200.33,1.52926843036e-05
15.42.17.122,81.197.200.33,1.388509407e-05
174.180.184.41,81.197.200.33,1.92306234806e-05
248.142.24.28,81.197.200.33,7.0424640835e-06
116.189.188.203,81.197.200.33,1.29112623521e-05
235.92.48.79,81.197.200.33,6.7126456491e-06
12.99.78.71,81.197.200.33,1.35578585038e-05
124.16.181.229,44.219.23.185,1.49105803817e-05
246.14.57.42,44.219.23.185,3.7523560562e-06
23.155.14.218,44.219.23.185,1.21449714999e-05
71.50.188.66,44.219.23.185,2.3883139163e-06
15.42.17.122,44.219.23.185,5.8590270687e-06
174.180.184.41,44.219.23.185,1.24450750105e-05
248.142.24.28,44.219.23.185,1.79746710996e-05
116.189.188.203,44.219.23.185,1.51898472015e-05
235.92.48.79,44.219.23.185,1.46974751679e-05
12.99.78.71,44.219.23.185,1.88556432832e-05
124.16.181.229,184.170.147.223,1.4797578644e-05
246.14.57.42,184.170.147.223,1.61399281003e-05
23.155.14.218,184.170.147.223,2.8373875985e-06
71.50.188.66,184.170.147.223,1.33152960746e-05
15.42.17.122,184.170.147.223,9.6859234158e-06
174.180.184.41,184.170.147.223,2.724751133e-06
248.142.24.28,184.170.147.223,1.8130939329e-06
116.189.188.203,184.170.147.223,1.51018169764e-05
235.92.48.79,184.170.147.223,5.2109840862e-06
12.99.78.71,184.170.147.223,1.1033629614e-05
124.16.181.229,194.186.254.121,5.051600222e-06
246.14.57.42,194.186.254.121,1.29762462631e-05
23.155.14.218,194.186.254.121,5.7031793911e-06
71.50.188.66,194.186.254.121,1.44845410268e-05
15.42.17.122,194.186.254.121,1.02792367204e-05
174.180.184.41,194.186.254.121,1.00756928467e-05
248.142.24.28,194.186.254.121,1.3401122873e-05
116.189.188.203,194.186.254.121,4.0562327481e-06
235.92.48.79,194.186.254.121,1.09090801347e-05
12.99.78.71,194.186.254.121,1.68303062836e-05
124.16.181.229,34.126.28.35,1.14784992893e-05
246.14.57.42,34.126.28.35,1.26338782245e-05
23.155.14.218,34.126.28.35,1.504650206e-05
71.50.188.66,34.126.28.35,1.88208546244e-05
15.42.17.122,34.126.28.35,8.4799316891e-06
174.180.184.41,34.126.28.35,1.35363680518e-05
248.142.24.28,34.126.28.35,1.98424204321e-05
116.189.188.203,34.126.28.35,1.45933494703e-05
235.92.48.79,34.126.28.35,4.7592853922e-06
12.99.78.71,34.126.28.35,1.5909007973e-05
124.16.181.229,190.150.253.35,1.4582412191e-05
246.14.57.42,190.150.253.35,1.88961768774e-05
23.155.14.218,190.150.253.35,5.0744841205e-06
71.50.188.66,190.150.253.35,1.91614599353e-05
15.42.17.122,190.150.253.35,1.85160593599e-05
174.180.184.41,190.150.253.35,9.6978806496e-06
248.142.24.28,190.150.253.35,7.2166714768e-06
116.189.188.203,190.150.253.35,1.9051740216e-05
235.92.48.79,190.150.253.35,1.87455808627e-05
12.99.78.71,190.150.253.35,1.11926611357e-05
124.16.181.229,181.111.239.1,1.35574115562e-05
246.14.57.42,181.111.239.1,4.8599520859e-06
23.155.14.218,181.111.239.1,1.67954490072e-05
71.50.188.66,181.111.239.1,5.6862001604e-06
15.42.17.122,181.111.239.1,6.4349411071e-06
174.180.184.41,181.111.239.1,1.2178369741e-05
248.142.24.28,181.111.239.1,1.55627449737e-05
116.189.188.203,181.111.239.1,1.49023264003e-05
235.92.48.79,181.111.239.1,8.5966045843e-06
12.99.78.71,181.111.239.1,1.2964107374e-05
124.16.181.229,159.123.31.12,9.2071103036e-06
246.14.57.42,159.123.31.12,6.4762790208e-06
23.155.14.218,159.123.31.12,1.72844604034e-05
71.50.188.66,159.123.31.12,8.068944306e-06
15.42.17.122,159.123.31.12,1.3155602213e-05
174.180.184.41,159.123.31.12,2.1773825137e-06
248.142.24.28,159.123.31.12,1.40353803441e-05
116.189.188.203,159.123.31.12,7.358917049e-06
235.92.48.79,159.123.31.12,1.04469972998e-05
12.99.78.71,159.123.31.12,2.2815044624e-06
124.16.181.229,158.84.85.73,9.6630829514e-06
246.14.57.42,158.84.85.73,1.65622887845e-05
23.155.14.218,158.84.85.73,1.72646661022e-05
71.50.188.66,158.84.85.73,3.0666864456e-06
15.42.17.122,158.84.85.73,7.4731644052e-06
174.180.184.41,158.84.85.73,1.63915768779e-05
248.142.24.28,158.84.85.73,1.08076493758e-05
116.189.188.203,158.84.85.73,1.06217701719e-05
235.92.48.79,158.84.85.73,6.8218806958e-06
12.99.78.71,158.84.85.73,1.952504795e-05
124.16.181.229,143.36.23.177,1.2643900911e-06
246.14.57.42,143.36.23.177,1.0210457653e-05
23.155.14.218,143.36.23.177,6.4750860014e-06
71.50.188.66,143.36.23.177,1.34754462413e-05
15.42.17.122,143.36.23.177,1.9772909599e-06
174.180.184.41,143.36.23.177,1.05909271778e-05
248.142.24.28,143.36.23.177,5.2031386795e-06
116.189.188.203,143.36.23.177,1.08826745613e-05
235.92.48.79,143.36.23.177,1.01295420253e-05
12.99.78.71,143.36.23.177,1.18191090479e-05
124.16.181.229,70.84.22.0,4.1764039428e-06
246.14.57.42,70.84.22.0,4.4402307748e-06
23.155.14.218,70.84.22.0,1.760980361e-05
71.50.188.66,70.84.22.0,4.8490325819e-06
15.42.17.122,70.84.22.0,1.23693965193e-05
174.180.184.41,70.84.22.0,1.72674373215e-05
248.142.24.28,70.84.22.0,1.41018882385e-05
116.189.188.203,70.84.22.0,1.87507017926e-05
235.92.48.79,70.84.22.0,9.9550166658e-06
12.99.78.71,70.84.22.0,6.9158645699e-06
124.16.181.229,49.53.87.183,1.35276729953e-05
246.14.57.42,49.53.87.183,1.4480783627e-06
23.155.14.218,49.53.87.183,1.99617910872e-05
71.50.188.66,49.53.87.183,1.07189299966e-05
15.42.17.122,49.53.87.183,4.4900439535e-06
174.180.184.41,49.53.87.183,1.4664576652e-05
248.142.24.28,49.53.87.183,4.260307542e-06
116.189.188.203,49.53.87.183,1.7931357493e-05
235.92.48.79,49.53.87.183,1.65355361612e-05
12.99.78.71,49.53.87.183,9.0155160336e-06
124.16.181.229,10.182.120.168,1.21185346897e-05
246.14.57.42,10.182.120.168,2.889578501e-06
23.155.14.218,10.182.120.168,1.27762712966e-05
71.50.188.66,10.182.120.168,1.8582938815e-05
15.42.17.122,10.182.120.168,1.25217838647e-05
174.180.184.41,10.182.120.168,7.9780315971e-06
248.142.24.28,10.182.120.168,1.9980226329e-05
116.189.188.203,10.182.120.168,1.28887218597e-05
235.92.48.79,10.182.120.168,1.40097770173e-05
12.99.78.71,10.182.120.168,9.3558952407e-06
124.16.181.229,203.220.230.139,1.32286506865e-05
246.14.57.42,203.220.230.139,8.3309173488e-06
23.155.14.218,203.220.230.139,1.41576777557e-05
71.50.188.66,203.220.230.139,1.58941848825e-05
15.42.17.122,203.220.230.139,1.6767134918e-05
174.180.184.41,203.220.230.139,3.5329443261e-06
248.142.24.28,203.220.230.139,9.1001415198e-06
116.189.188.203,203.220.230.139,1.70616347829e-05
235.92.48.79,203.220.230.139,1.55931645696e-05
12.99.78.71,203.220.230.139,1.44228494027e-05
124.16.181.229,135.187.251.122,1.93801213401e-05
246.14.57.42,135.187.251.122,1.62275049526e-05
23.155.14.218,135.187.251.122,5.0843272205e-06
71.50.188.66,135.187.251.122,1.8287281391e-05
15.42.17.122,135.187.251.122,1.82135168871e-05
174.180.184.41,135.187.251.122,6.9380723911e-06
248.142.24.28,135.187.251.122,1.49477108024e-05
116.189.188.203,135.187.251.122,1.39290796096e-05
235.92.48.79,135.187.251.122,4.6921973009e-06
12.99.78.71,135.187.251.122,1.61413153963e-05
124.16.181.229,58.25.106.164,1.24534791154e-05
246.14.57.42,58.25.106.164,1.62994617237e-05
23.155.14.218,58.25.106.164,3.393991818e-06
71.50.188.66,58.25.106.164,1.37506096e-06
15.42.17.122,58.25.106.164,4.5697493987e-06
174.180.184.41,58.25.106.164,1.4032665832e-05
248.142.24.28,58.25.106.164,9.5448231773e-06
116.189.188.203,58.25.106.164,1.46609116401e-05
235.92.48.79,58.25.106.164,1.57423128543e-05
12.99.78.71,58.25.106.164,8.4643222109e-06
124.16.181.229,183.235.11.143,1.12935496689e-05
246.14.57.42,183.235.11.143,1.4463260687e-05
23.155.14.218,183.235.11.143,7.462017554e-06
71.50.188.66,183.235.11.143,5.4514946151e-06
15.42.17.122,183.235.11.143,4.9492025028e-06
174.180.184.41,183.235.11.143,7.8460081016e-06
248.142.24.28,183.235.11.143,1.01604229473e-05
116.189.188.203,183.235.11.143,1.17144014656e-05
235.92.48.79,183.235.11.143,1.9067246913e-05
12.99.78.71,183.235.11.143,1.05569463635e-05
124.16.181.229,23.149.3.134,3.4771603987e-06
246.14.57.42,23.149.3.134,1.35257676248e-05
23.155.14.218,23.149.3.134,7.3989794099e-06
71.50.188.66,23.149.3.134,1.66754024322e-05
15.42.17.122,23.149.3.134,2.7324959281e-06
174.180.184.41,23.149.3.134,3.5330053972e-06
248.142.24.28,23.149.3.134,3.2591522021e-06
116.189.188.203,23.149.3.134,1.7160375846e-06
235.92.48.79,23.149.3.134,8.4862357881e-06
12.99.78.71,23.149.3.134,1.85124729996e-05
124.16.181.229,164.185.212.111,5.5960833121e-06
246.14.57.42,164.185.212.111,4.2281300114e-06
23.155.14.218,164.185.212.111,1.32548471996e-05
71.50.188.66,164.185.212.111,1.57344138984e-05
15.42.17.122,164.185.212.111,7.9955609005e-06
174.180.184.41,164.185.212.111,1.6567776147e-06
248.142.24.28,164.185.212.111,5.8803279461e-06
116.189.188.203,164.185.212.111,2.7055186018e-06
235.92.48.79,164.185.212.111,4.3023247211e-06
12.99.78.71,164.185.212.111,1.4996611648e-05
124.16.181.229,230.93.222.218,9.9002409865e-06
246.14.57.42,230.93.222.218,1.70091332235e-05
23.155.14.218,230.93.222.218,2.0434527135e-06
71.50.188.66,230.93.222.218,9.7116904252e-06
15.42.17.122,230.93.222.218,1.77819903592e-05
174.180.184.41,230.93.222.218,5.6647046016e-06
248.142.24.28,230.93.222.218,1.06126098421e-05
116.189.188.203,230.93.222.218,1.76002724061e-05
235.92.48.79,230.93.222.218,7.6978015013e-06
12.99.78.71,230.93.222.218,6.4882117194e-06
124.16.181.229,255.123.37.94,1.95329776199e-05
246.14.57.42,255.123.37.94,9.8470650636e-06
23.155.14.218,255.123.37.94,2.1821335332e-06
71.50.188.66,255.123.37.94,1.9806581526e-05
15.42.17.122,255.123.37.94,1.62084788526e-05
174.180.184.41,255.123.37.94,1.84251538058e-05
248.142.24.28,255.123.37.94,1.66669828196e-05
116.189.188.203,255.123.37.94,1.5121392086e-05
235.92.48.79,255.123.37.94,5.1952431405e-06
12.99.78.71,255.123.37.94,9.8950641077e-06
124.16.181.229,53.62.157.235,1.46181664078e-05
246.14.57.42,53.62.157.235,1.93340788092e-05
23.155.14.218,53.62.157.235,1.48451342029e-05
71.50.188.66,53.62.157.235,3.8760970014e-06
15.42.17.122,53.62.157.235,2.4221162622e-06
174.180.184.41,53.62.157.235,8.11363033e-06
248.142.24.28,53.62.157.235,7.4866930674e-06
116.189.188.203,53.62.157.235,1.5892955593e-05
235.92.48.79,53.62.157.235,1.5465538462e-05
12.99.78.71,53.62.157.235,1.71366290983e-05
124.16.181.229,138.166.24.44,1.6655159672e-05
246.14.57.42,138.166.24.44,1.27177768269e-05
23.155.14.218,138.166.24.44,5.8785693244e-06
71.50.188.66,138.166.24.44,1.79661225865e-05
15.42.17.122,138.166.24.44,1.34826354047e-05
174.180.184.41,138.166.24.44,6.9773653254e-06
248.142.24.28,138.166.24.44,1.16046818331e-05
116.189.188.203,138.166.24.44,4.7955206646e-06
